id,nombre,especie,id_comuna,peso_kg,edad,fecha_nacimiento
3285,Carma,Pez payaso,259,0.0244,99,1925/7
3286,Elinore,Estrella frágil,170,0.076,80,1944/9
3287,Lesley,Búho,18,1.08,65,1958/4
3288,Buna,Cebra,51,625.5,50,1973/1
3289,Frank,Estrella de mar,287,0.262,18,2006/11
3290,Affie,Hipopótamo,6,1365.0,3,2020/1
3291,Fiona,Rana,151,0.39,83,1940/1
3292,Fannie,Escarabajo rinoceronte,116,0.0154,92,1932/6
3293,Nelson,Jirafa,206,648.0,3,2021/6
3294,Carmine,Erizo de mar,320,0.27,104,1920/9
3295,Teddy,Delfín nariz de botella,329,178.0,36,1988/7
3296,Conard,Dorado,36,18.6,68,1956/5
3297,Ovila,Tarántula,239,0.104,36,1988/8
3298,Zaid,Luciérnaga,251,7e-05,29,1995/11
3299,Stefan,Gecko,38,0.134,4,2020/6
3300,Brett,Wallaby,236,25.0,21,2003/7
3301,Ora,Erizo de tierra,26,0.58,1,2022/1
3302,Angele,Gorila,58,259.2,56,1968/10
3303,Teena,Puercoespín,324,5.25,19,2005/7
3304,Kimber,Pulpo,315,7.25,90,1933/3
3305,Madisyn,Elefante,150,4000.0,103,1921/9
3306,Garnet,Mantarraya,309,1490.0,46,1977/4
3307,Mervin,Zorro volador,322,0.745,80,1944/9
3308,Foch,Tarántula,69,0.288,75,1949/10
3309,Marlys,Salmón,300,13.9,53,1971/9
3310,Rosario,Lagarto,65,0.52,3,2021/6
3311,Ell,Mosquito,90,0.0,101,1923/12
3312,Mollie,Cisne,2,11.3,83,1941/12
3313,Kacy,Ciempiés gigante,142,0.081,32,1992/9
3314,Laurine,Ñandú,272,34.5,11,2012/4
3315,Joseline,Medusa,115,0.66,10,2014/5
3316,Elzada,Camello,80,390.0,32,1992/9
3317,Richelle,Oso negro,30,144.0,48,1976/12
3318,Bella,Tiburón blanco,238,1456.0,73,1950/4
3319,North,Antílope,303,82.0,51,1972/3
3320,Raymon,Oso negro,70,160.2,95,1928/3
3321,Freddie,Escarabajo ciervo,52,0.0282,27,1997/8
3322,Kale,Hormiga,198,0.00149,31,1993/12
3323,Jerusha,Panda,157,114.0,92,1932/7
3324,Bea,Tarántula Goliat,297,0.268,81,1943/8
3325,Samson,Pez globo,125,0.5,29,1995/7
3326,Keara,Cangrejo de río,165,0.345,12,2011/3
3327,Arland,Petauro del azúcar,299,0.1005,4,2019/3
3328,Champ,Gacela,207,67.0,58,1966/12
3329,Drake,Pulpo,142,4.25,46,1977/1
3330,Lisette,Alce,289,268.0,73,1951/9
3331,Page,Piraña,45,0.72,91,1933/12
3332,Roseanna,Hormiga reina,114,0.00105,71,1953/12
3333,Anastasia,Ballena piloto,96,11600.0,0,2023/4
3334,Britni,Ocelote,222,13.44,46,1978/8
3335,Maximilian,Petauro del azúcar,254,0.168,38,1986/11
3336,Joeseph,Suricata,51,2.1,54,1970/7
3337,Chadwick,Caracol de tierra,282,0.0059,74,1949/2
3338,Norman,Tortuga de caja,94,1.09,35,1989/12
3339,Genesis,Gálago,289,0.066,67,1956/1
3340,Viola,Kanguro rojo,342,74.8,22,2002/6
3341,Heidy,Tortuga de agua,86,15.0,65,1958/3
3342,Mariam,Ballena azul,245,105000.0,46,1978/11
3343,Lina,Lagarto,279,0.28,63,1960/2
3344,Alford,Orca,131,8040.0,94,1930/5
3345,Madilyn,Ciervo de cola blanca,208,220.0,40,1984/7
3346,Gigi,Colibrí,22,0.00204,40,1983/1
3347,Asa,Iguana,74,3.8,27,1997/6
3348,Junie,Dingo,160,22.5,83,1941/9
3349,Abb,Canario,77,0.0206,61,1963/11
3350,Bradly,Oso polar,48,468.0,65,1959/6
3351,Mckenna,Barracuda,9,4.2,70,1953/2
3352,Delois,Bagre,20,2.54,12,2012/5
3353,Malinda,Manta,5,1390.0,84,1940/6
3354,Leopold,Medusa,119,0.91,21,2002/4
3355,Earl,Pangolín,247,16.2,42,1981/2
3356,Ximena,Pavo real,321,3.35,43,1981/9
3357,Sid,Langosta gigante,222,7.3,67,1957/12
3358,Braelyn,Caracol de mar,144,0.0295,22,2001/4
3359,Elayne,Cisne,150,8.0,90,1934/11
3360,Sylvia,Colibrí,234,0.00186,68,1956/5
3361,Kim,Gorila,326,180.0,89,1935/5
3362,Dimitri,Estrella de mar,81,0.244,29,1995/12
3363,Lelia,Gecko,19,0.086,63,1961/9
3364,Marcela,Erizo de mar,269,0.4,77,1946/4
3365,Griffin,Cangrejo yeti,307,4.0,66,1958/12
3366,Dakotah,Aye-aye,134,2.34,40,1983/4
3367,Julianne,Tejón,260,6.36,74,1950/9
3368,Yehuda,Iguana,11,4.4,43,1980/2
3369,Icey,Tigre,340,222.2,45,1978/2
3370,Dariana,Elefante,229,4350.0,91,1932/2
3371,Sariah,Suricata,328,1.155,45,1978/2
3372,Magen,Gato,311,5.24,62,1962/6
3373,Emilio,Llama,32,181.5,24,2000/12
3374,Sal,Petauro del azúcar,200,0.177,13,2011/10
3375,Fleming,Gacela,241,52.0,9,2014/1
3376,Rodrigo,Dorado,130,14.1,4,2019/3
3377,Rowan,Nutria,233,6.85,10,2014/11
3378,Mimi,Tortuga de caja,87,0.51,57,1966/1
3379,Suzan,Orangután,64,60.0,7,2017/11
3380,Dawna,León,303,247.0,28,1996/9
3381,Priscilla,Rana,176,0.441,104,1920/10
3382,Wilson,Caracol de agua dulce,322,0.033,5,2018/2
3383,Kegan,Escarabajo ciervo,77,0.0298,77,1947/12
3384,Holden,Lagarto,235,0.295,7,2016/3
3385,Altie,Langosta espinosa,196,1.94,46,1978/9
3386,Skye,Salamandra,154,0.106,73,1951/7
3387,Zoe,Escarabajo ciervo,257,0.0242,41,1983/5
3388,Rahsaan,Comadreja,219,0.25,21,2003/10
3389,Brandan,Escorpión,28,0.031,43,1980/1
3390,Ralph,Panda,123,85.0,40,1984/9
3391,Bird,Nutria gigante,200,44.7,6,2018/10
3392,Hilma,Elefante,152,6000.0,46,1978/8
3393,Scarlet,Salamandra gigante,290,1.34,66,1957/4
3394,Jacey,Lince,112,8.5,68,1956/9
3395,Beula,Lémur,340,2.58,77,1947/5
3396,Cheyanne,Aye-aye,117,2.94,58,1966/7
3397,Otha,Trucha,253,1.16,4,2019/1
3398,Garold,Suricata,127,1.665,7,2017/7
3399,Adlai,Comadreja,228,0.186,14,2010/9
3400,Tai,Oso negro,245,230.4,48,1976/5
3401,Glendora,Nutria marina,77,54.9,72,1952/11
3402,Cleta,Petauro del azúcar,232,0.168,30,1994/6
3403,Ulises,Foca,91,68.8,3,2020/1
3404,Kala,Ciervo,30,216.0,20,2003/1
3405,Tamisha,Carpa,94,4.44,80,1943/3
3406,Syed,Coati,184,7.14,19,2005/6
3407,Anthony,Cisne,78,9.0,71,1953/11
3408,Wilda,Antílope,283,122.0,98,1926/7
3409,Alyce,Estrella espinosa,284,0.232,16,2007/4
3410,Clyda,Gálago,257,0.121,56,1968/11
3411,Schley,Canario,212,0.0184,52,1972/12
3412,Clara,Kanguro rojo,251,80.85,26,1998/8
3413,Inell,Escarabajo joya,49,0.0102,9,2015/12
3414,Aarav,Cangrejo ermitaño,311,0.088,18,2006/11
3415,Raheem,Oso negro,63,212.4,7,2016/1
3416,Wilhelm,Gacela,292,33.0,40,1984/6
3417,Zoey,Langosta gigante,157,6.2,57,1966/3
3418,Aiyana,Dorado,171,15.3,27,1997/6
3419,Leopoldo,Cigarra,86,0.00206,13,2011/5
3420,Ashlyn,Araña cangrejo,2,0.0112,36,1987/3
3421,Zetta,Caracol de tierra,237,0.0084,10,2014/5
3422,Cleva,Foca,53,64.8,12,2012/11
3423,Dorothy,Perro,232,12.5,82,1941/2
3424,Justina,Mosca,222,8e-05,54,1970/8
3425,Tierra,Escarabajo Hércules,218,0.066,76,1948/6
3426,Ivory,Hipopótamo,323,2070.0,99,1924/1
3427,Rakeem,Castor,72,15.5,17,2007/10
3428,Tracie,Ñeque,90,42.7,72,1952/11
3429,Dell,Cisne,54,12.7,90,1934/11
3430,Hellen,Llama,88,97.5,35,1989/7
3431,Rosevelt,Ciempiés gigante,260,0.059,30,1994/7
3432,Brennen,Estrella de mar,291,0.248,61,1963/10
3433,Lelar,Hipopótamo,188,1560.0,37,1987/10
3434,Gray,Estrella frágil,144,0.134,13,2010/3
3435,Captain,Libélula,146,0.00174,41,1982/3
3436,Madisen,Rana,17,0.249,73,1951/12
3437,Brock,Bisonte,202,472.0,63,1961/8
3438,Noemie,Pato,209,1.95,79,1945/8
3439,Carey,Antílope,19,116.0,98,1926/11
3440,Dillard,Pez dorado,313,0.113,62,1961/4
3441,Fleda,Medusa,128,1.15,63,1961/12
3442,Lena,Ñu,169,87.6,45,1979/11
3443,Pate,Cangrejo de mar,53,0.98,42,1982/10
3444,Carly,Morsa,224,576.0,51,1973/10
3445,Bernhard,Mariposa,127,0.005,84,1940/7
3446,Serenity,Estrella espinosa,238,0.224,72,1952/9
3447,Dione,Saltamontes,247,0.0015,47,1977/12
3448,Mathilde,Cabra,255,22.95,43,1981/12
3449,Noble,Anguila,299,2.6,94,1930/8
3450,Miguelangel,Perro,168,16.5,2,2021/2
3451,Marta,Iguana,211,7.0,20,2004/5
3452,Robbin,Ballena piloto,190,10640.0,10,2013/4
3453,Carmelita,Burro,34,270.0,58,1966/12
3454,Lexis,Pez cirujano,235,0.49,47,1977/11
3455,Deja,Ballena azul,85,192000.0,9,2015/8
3456,Livia,Tiburón blanco,331,2336.0,89,1935/7
3457,Vicy,Koala,119,9.1,90,1933/2
3458,Elfie,Escarabajo rinoceronte,7,0.022,59,1964/2
3459,Cleta,Erizo de tierra,254,0.52,84,1940/9
3460,Benton,Tejón,332,18.0,75,1948/2
3461,Harm,Pato,2,2.13,23,2000/2
3462,Gerhardt,Delfín nariz de botella,203,256.0,89,1934/2
3463,Alan,Delfín nariz de botella,47,260.0,55,1968/1
3464,Elizabet,Iguana,151,3.05,50,1974/8
3465,Delfina,Coati,300,6.9,59,1964/2
3466,Macy,Lémur,85,2.26,17,2007/12
3467,Mettie,Tortuga de tierra,177,55.0,20,2003/4
3468,Abdul,Tiburón martillo,244,264.0,74,1949/2
3469,Johnna,Caracol marino,285,0.075,37,1987/8
3470,Reynolds,Erizo de mar,301,0.46,7,2016/3
3471,Earnest,Mosca,134,9e-05,6,2018/5
3472,Kaylynn,Wallaby,31,29.8,78,1946/6
3473,Aedan,Guepardo,264,79.2,25,1999/10
3474,Debbie,Mariposa monarca,222,0.001,96,1928/8
3475,Cherelle,Coati,331,5.94,68,1955/2
3476,Clarence,Serpiente,28,5.18,83,1940/2
3477,Ivey,Conejo,18,3.1,94,1929/2
3478,Harrie,Salamandra,115,0.115,38,1986/12
3479,Carli,Tortuga de caja,240,1.05,4,2020/5
3480,Antonio,Hipopótamo,215,1275.0,25,1998/1
3481,Richmond,Cigarra,282,0.00228,34,1989/4
3482,Elenore,Caracol de jardín,26,0.092,59,1965/6
3483,Delphin,Lagarto,130,0.36,23,2000/3
3484,Raekwon,Ñu,34,98.4,95,1929/5
3485,Hamilton,Abeja,102,0.064,88,1935/1
3486,Lasonya,Petauro del azúcar,215,0.1695,5,2018/4
3487,Rosalie,Tortuga,124,6.72,16,2008/7
3488,Idella,Delfín nariz de botella,134,286.0,80,1944/12
3489,Antwon,Alpaca,205,91.0,62,1962/11
3490,Nathen,Erizo de mar,194,0.545,16,2008/9
3491,Wilson,Zarigüeya,214,1.635,40,1983/3
3492,Mathilda,Langosta gigante,85,5.35,93,1931/5
3493,Bama,Iguana,242,6.6,40,1984/5
3494,Jerrold,Armadillo gigante,171,75.0,93,1930/4
3495,Evaline,Araña,187,0.00438,59,1965/9
3496,Geary,Leopardo marino,32,414.0,88,1936/5
3497,Jean,Tortuga,340,9.04,60,1963/2
3498,Bianca,Tortuga de agua,21,22.0,58,1966/11
3499,Trevor,Suricata,328,1.77,76,1948/8
3500,Sofia,Tiburón blanco,210,1568.0,57,1967/5
3501,Gerry,Tiburón blanco,316,1824.0,44,1980/11
3502,Uriah,Caballito de mar,68,0.00059,77,1947/8
3503,Leitha,Águila calva,85,4.32,49,1975/8
3504,Hali,Rana,262,0.177,1,2023/10
3505,Creed,Tortuga,6,7.84,84,1940/10
3506,Milan,Atún,44,265.0,41,1982/2
3507,Stacey,Pez payaso,190,0.0248,66,1957/4
3508,Hector,Pez mariposa,87,0.117,16,2008/8
3509,Stewart,Erizo de mar,231,0.625,95,1929/9
3510,Cleve,Cocodrilo del Nilo,186,700.0,89,1934/3
3511,Darren,Antílope saiga,126,28.0,72,1951/4
3512,Barnie,Conejo,135,2.4,36,1987/1
3513,Tristian,Medusa,310,1.29,43,1981/11
3514,Verlie,Guepardo,10,42.0,57,1967/7
3515,Denzil,Araña,168,0.00369,69,1955/7
3516,Kyleigh,Ciervo de cola blanca,53,216.0,15,2008/2
3517,Brayden,Pavo real,258,2.5,101,1923/12
3518,Ardis,Mosca,302,0.00011,29,1995/10
3519,Courtland,Caracol marino,272,0.0455,25,1998/3
3520,Marry,Medusa,91,1.24,88,1936/5
3521,Talen,Carpa,339,6.0,78,1946/7
3522,Christa,Pangolín,325,12.72,47,1977/9
3523,Bobby,Gallina,187,2.075,56,1968/9
3524,Orie,Pez sierra,221,333.0,30,1994/10
3525,Edw,Atún,294,180.0,97,1926/3
3526,Haylee,Bagre,266,2.62,3,2021/12
3527,Carol,Babosa,127,0.0305,16,2008/7
3528,Dangelo,Narval,162,2160.0,86,1937/3
3529,Kymani,Dingo,318,12.6,25,1998/4
3530,Kenyon,Estrella frágil,267,0.139,63,1960/3
3531,Kerrie,Jirafa,182,1536.0,34,1989/4
3532,Omer,Dorado,1,12.0,21,2002/1
3533,Jasmyn,Erizo de tierra,145,0.365,21,2002/2
3534,Nicholaus,Renacuajo,141,0.00112,12,2012/11
3535,Mercedes,Zarigüeya,3,0.96,88,1935/1
3536,Dayton,Hormiga,212,0.0007,56,1968/12
3537,Shaniqua,Suricata,120,2.01,47,1977/9
3538,Caryl,Gallina,80,2.0,22,2001/3
3539,Jillian,Caracol de agua dulce,116,0.0303,30,1994/6
3540,Aryana,Petauro del azúcar,180,0.1605,66,1958/12
3541,Wilford,Mosquito,221,0.0,71,1952/3
3542,Nikita,Caracol marino,15,0.0615,80,1944/10
3543,Shena,Kanguro rojo,82,29.15,41,1983/8
3544,Jada,Salmón,223,8.6,11,2012/1
3545,Robby,Pez ángel,163,0.447,75,1949/7
3546,Joana,Ciervo,18,162.0,19,2004/3
3547,Joseline,Escarabajo Hércules,83,0.06,19,2005/9
3548,Caitlin,Camarón,193,0.0107,75,1949/9
3549,Larry,Caracol de tierra,338,0.0122,59,1965/8
3550,Vergie,Delfín,150,200.0,94,1929/2
3551,Alene,Grillo,192,0.00122,55,1969/10
3552,Maurice,Erizo de mar,188,0.44,28,1996/11
3553,Gaven,Ñu,261,88.8,81,1943/8
3554,Ardelle,Koala,192,7.7,87,1936/1
3555,Blas,Comadreja,217,0.132,75,1949/9
3556,Trinidad,Berrendo,93,32.8,63,1961/10
3557,Hayleigh,Armadillo gigante,248,71.5,35,1988/4
3558,Georgine,Ocelote,309,7.2,50,1973/4
3559,Jay,Estrella de mar,1,0.265,99,1925/7
3560,Ferdinand,Tiburón martillo,185,448.0,85,1938/1
3561,Sanai,Llama,223,183.0,45,1978/4
3562,Eller,Numbat,212,0.44,79,1944/4
3563,Christiana,Castor,342,27.0,4,2020/5
3564,Zina,Llama,123,132.0,58,1965/3
3565,Lindsay,Alpaca,42,65.0,79,1945/11
3566,Diandra,Luciérnaga,51,7e-05,52,1972/8
3567,Leighton,Escarabajo Hércules,3,0.116,39,1985/5
3568,Cheryl,Salamandra gigante,130,1.2,70,1953/3
3569,Jennie,Dorado,315,18.3,98,1926/5
3570,Orlo,Antílope saiga,119,69.0,9,2015/10
3571,Loring,Rana,100,0.363,65,1958/2
3572,Joanne,Tiburón blanco,13,1536.0,20,2003/1
3573,Chancy,Erizo de tierra,331,0.4,46,1978/10
3574,Belton,Barracuda,265,7.4,40,1983/1
3575,Emmie,Estrella espinosa,322,0.162,51,1973/7
3576,Elnora,Gálago,168,0.07,14,2010/12
3577,Sylvia,Antílope,155,108.0,102,1921/2
3578,Tyron,Colibrí,244,0.00112,84,1939/2
3579,Colleen,Leopardo marino,19,531.0,82,1941/2
3580,Una,Numbat,37,0.552,60,1964/7
3581,Alan,Tiburón martillo,178,316.0,9,2015/9
3582,Merlyn,Trucha,230,0.91,71,1953/8
3583,Sofia,Estrella frágil,21,0.051,98,1926/10
3584,Ruthie,Rinoceronte,316,3358.0,18,2006/9
3585,Derick,Caracol de agua dulce,185,0.0279,7,2016/4
3586,Marilla,Estrella de mar,338,0.19,85,1939/12
3587,Pamelia,Caballito de mar,267,0.00135,67,1957/5
3588,Laurine,Estrella frágil,32,0.078,93,1931/7
3589,Carisa,Aye-aye,115,1.4,23,2001/10
3590,Vicy,Búho,326,1.12,101,1923/12
3591,Babette,Panda,66,101.0,83,1940/3
3592,Norman,Zarigüeya,10,0.855,51,1973/6
3593,Asha,Tiburón martillo,301,292.0,103,1921/10
3594,Katerina,Carpa,148,4.44,4,2020/7
3595,Nakisha,Gálago,183,0.149,35,1988/4
3596,Tarik,Cisne,205,6.3,58,1966/12
3597,Domenico,Gato,247,4.04,62,1962/10
3598,Rocio,Coati,217,3.84,36,1988/8
3599,Martika,Pez globo,256,1.22,77,1947/5
3600,Audrina,Armadillo gigante,89,48.0,42,1981/3
3601,Milo,Erizo de tierra,182,0.63,96,1928/6
3602,Ryland,Ñeque,82,69.3,71,1953/8
3603,Jeremie,Gecko,176,0.141,56,1967/4
3604,Dafne,Bisonte,217,944.0,79,1944/3
3605,Elana,Ciervo,45,133.2,90,1933/4
3606,Roel,Tortuga de caja,110,1.11,27,1996/2
3607,Brigid,Kanguro rojo,151,31.35,25,1999/8
3608,Jeri,Guepardo,323,54.0,14,2010/6
3609,Koen,Escarabajo joya,231,0.0218,95,1929/9
3610,Hampton,Barracuda,52,4.5,59,1965/8
3611,Pluma,Antílope saiga,283,37.0,44,1979/3
3612,Santa,Caballo,107,660.0,86,1937/1
3613,Porter,Langosta gigante,270,2.65,94,1930/9
3614,Kaia,Suricata,161,1.95,44,1979/1
3615,Hezekiah,Rata,254,0.555,6,2018/12
3616,Kasen,Águila calva,310,4.56,52,1972/8
3617,Jadiel,Erizo,38,0.7,89,1935/10
3618,Alfred,Escarabajo rinoceronte,1,0.146,87,1936/2
3619,Mandie,Caracol de agua dulce,153,0.0402,10,2014/7
3620,Irven,Tarántula,60,0.214,39,1985/11
3621,Jalyn,Iguana,283,7.4,3,2021/5
3622,Elaine,Langosta espinosa,107,1.88,86,1937/2
3623,Leana,Pez ángel,56,0.192,3,2021/12
3624,Thyra,Cabra,244,58.5,81,1943/6
3625,Myrtie,Escarabajo ciervo,341,0.0114,13,2011/6
3626,Jaymes,Camarón,148,0.0129,54,1970/10
3627,Christ,Estrella de mar,336,0.116,5,2019/9
3628,Tyrell,Pez sierra,116,261.0,62,1962/11
3629,Permelia,Mosca,326,9e-05,51,1972/4
3630,Clint,Estrella de mar,60,0.285,26,1998/10
3631,Kati,Armadillo gigante,168,57.0,17,2007/11
3632,Dorathea,Puercoespín,136,4.2,9,2015/6
3633,Elmore,Elefante,26,5900.0,76,1948/11
3634,Goebel,Serpiente,196,5.215,88,1936/5
3635,Colleen,Piraña,29,0.74,46,1977/2
3636,Omie,Serpiente pitón,146,36.6,89,1935/5
3637,Sienna,Escarabajo joya,120,0.0104,69,1955/10
3638,Coral,Langosta gigante,313,2.6,15,2008/4
3639,Makala,Pez espada,48,105.0,43,1981/10
3640,Homer,Lagarto,115,0.74,88,1936/12
3641,Eliezer,Hormiga reina,203,0.00109,17,2006/4
3642,Venice,Saltamontes,322,0.00143,35,1989/11
3643,Mayo,Piraña,221,0.51,70,1953/4
3644,Landen,Wallaby,178,28.2,78,1946/11
3645,Leticia,Antílope saiga,109,74.5,7,2017/5
3646,Kamden,Tiburón,327,325.0,87,1937/10
3647,Tina,Lince,14,10.8,67,1957/12
3648,Amparo,Escarabajo joya,312,0.0162,14,2010/11
3649,Lillard,Cisne,144,13.3,31,1992/2
3650,Adams,Cangrejo ermitaño,126,0.063,29,1994/2
3651,Mamie,Cocodrilo,62,455.0,30,1994/5
3652,Webster,Nutria gigante,104,41.4,43,1981/10
3653,Hezekiah,Pez globo,160,0.7,85,1939/8
3654,Dusty,Escarabajo,103,0.0204,72,1952/12
3655,Cinnamon,Pavo real,89,3.7,71,1952/3
3656,Arlen,Salmón,123,5.5,30,1994/10
3657,Allie,Nutria,187,6.5,45,1979/5
3658,Laken,Tiburón,296,700.0,17,2006/4
3659,Alva,Pato,134,1.65,32,1991/1
3660,Jacquelyn,Alce,259,556.0,72,1952/12
3661,Shreya,Renacuajo,299,0.00125,21,2002/2
3662,Leonora,Gacela,278,51.5,40,1984/12
3663,Delores,Berrendo,298,56.0,104,1920/8
3664,Dejon,Estrella de mar,326,0.26,79,1945/9
3665,Jazmine,Rinoceronte,331,3174.0,37,1987/8
3666,Josue,Armadillo gigante,189,47.0,83,1940/4
3667,Lawyer,Langosta,1,0.3,78,1946/6
3668,Eligah,León,180,148.2,78,1946/10
3669,Grove,Pez sierra,123,207.0,36,1988/11
3670,Gustave,Pez payaso,107,0.0204,71,1953/8
3671,Mathilda,Hipopótamo,271,1365.0,69,1954/4
3672,Peggie,Koala,235,18.34,51,1973/8
3673,Lupe,Estrella de mar,169,0.5,11,2013/11
3674,Ramsey,Pez cirujano,282,0.635,28,1996/9
3675,Greyson,Langosta espinosa,13,2.86,6,2018/6
3676,Deven,Langostino,320,0.148,10,2014/6
3677,Donovan,Puercoespín,232,4.3,100,1924/7
3678,Shemar,Atún,226,147.5,9,2015/11
3679,Wendell,Mosquito,133,0.0,2,2022/11
3680,Eligah,Salmón,308,9.7,23,2000/2
3681,Darrin,Oso polar,306,612.0,19,2005/11
3682,Stacey,Pez loro,253,0.226,38,1986/6
3683,Elida,Alpaca,215,46.15,73,1951/12
3684,Nya,Tiburón blanco,122,2256.0,57,1966/3
3685,Mandie,Castor,202,19.5,46,1978/6
3686,Littleton,Langosta,58,0.3,31,1993/6
3687,Cami,Pangolín,52,7.56,53,1970/1
3688,Collier,Gallina,253,3.25,80,1944/12
3689,Christie,Pingüino,111,17.85,23,2001/5
3690,Birdella,Cerdo,234,90.2,102,1922/9
3691,Dixie,Conejo,176,2.85,70,1954/6
3692,Tristan,Hormiga reina,214,0.0013,18,2005/1
3693,Keanna,Pez ángel,22,0.315,60,1963/2
3694,Liana,Erizo,231,0.99,1,2022/4
3695,Odalis,Ciervo almizclero,194,112.0,10,2014/7
3696,Ab,Anguila,204,5.75,69,1954/1
3697,Darleen,Cocodrilo del Nilo,46,535.0,25,1999/12
3698,Julianna,Barracuda,180,4.75,21,2003/10
3699,Greta,Pez cirujano,339,0.32,15,2009/7
3700,Callie,Narval,158,870.0,37,1986/2
3701,Menachem,Mariposa Morpho,236,0.0172,71,1952/2
3702,Sonya,Llama,21,189.0,92,1932/5
3703,Storm,Orca,265,5220.0,54,1969/2
3704,Valerie,Lobo,196,18.3,36,1988/6
3705,Edson,Gacela,155,43.0,17,2006/3
3706,Aleena,Manatí de tierra,285,451.5,54,1969/3
3707,Francesco,Lagarto,333,0.495,8,2015/3
3708,Hosie,Coati,318,7.8,18,2006/7
3709,Cael,Canguro,26,39.0,65,1959/5
3710,Savanah,Pez loro,133,0.13,35,1989/6
3711,Redden,Langostino,120,0.118,1,2023/7
3712,Tisa,Estrella de mar,173,0.42,1,2023/6
3713,Zayden,Gorila,293,239.4,83,1941/11
3714,Denis,Alce,145,456.0,86,1938/9
3715,Alayna,Camarón,139,0.0075,78,1946/9
3716,Zayne,Koala,54,10.64,82,1942/11
3717,Renea,Wombat,96,27.9,21,2003/5
3718,Calla,Numbat,279,0.392,7,2017/6
3719,Angelic,Estrella espinosa,111,0.238,32,1991/3
3720,Bettyjane,Escarabajo joya,16,0.014,25,1999/7
3721,Marla,Cangrejo de mar,44,1.42,81,1942/2
3722,Stephania,Ballena azul,5,117000.0,24,2000/7
3723,Eulalie,Erizo de mar,213,0.695,10,2013/3
3724,Devontae,Lagarto,215,0.43,50,1974/7
3725,Octavie,Puercoespín,13,6.15,2,2022/9
3726,Esco,Suricata,36,1.5,81,1942/2
3727,Margueritta,Colibrí,55,0.00146,86,1938/11
3728,Miracle,Rinoceronte,198,1196.0,101,1923/9
3729,Hebert,Pez cirujano,103,0.295,88,1935/4
3730,Kerry,Serpiente,11,3.01,55,1969/10
3731,Caleigh,Suricata,315,2.055,98,1925/1
3732,Simmie,Estrella de mar,3,0.2,101,1923/11
3733,Marietta,Mantarraya,287,550.0,26,1997/4
3734,Citlalli,Tiburón,259,365.0,104,1920/5
3735,Alvy,Renacuajo,297,0.0007,72,1952/8
3736,Ana,Iguana,278,6.3,66,1958/6
3737,Ellsworth,Gecko,262,0.104,9,2014/4
3738,Destany,Lince,20,9.5,92,1932/6
3739,Todd,Salmón,76,9.7,17,2007/12
3740,Jeremiah,Hormiga reina,190,0.0008,67,1956/1
3741,Garey,Tarántula Goliat,30,0.296,54,1970/6
3742,Thurman,Salamandra gigante,132,1.33,16,2008/12
3743,Fount,Babosa,171,0.0295,29,1995/7
3744,Texie,Escarabajo Hércules,104,0.082,83,1940/1
3745,Luella,Orca,139,7320.0,40,1983/3
3746,Deforest,Tarántula,192,0.194,38,1986/10
3747,Ula,Dorado,30,15.45,60,1964/12
3748,Cathie,Tiburón blanco,270,1824.0,17,2007/5
3749,Destin,Delfín,235,214.0,37,1987/5
3750,Dosia,Lobo,63,19.2,34,1989/3
3751,Chace,Pez globo,324,0.95,58,1966/9
3752,Luther,Estrella frágil,320,0.05,93,1930/1
3753,Aubrie,Langosta espinosa,197,2.6,78,1946/12
3754,Justyn,Piraña,270,0.62,36,1988/5
3755,Earnestine,Escarabajo,207,0.023,44,1980/10
3756,Margy,Águila,28,4.26,26,1998/12
3757,Cleveland,Pez espada,249,73.0,5,2018/4
3758,Porfirio,Tiburón blanco,197,1328.0,28,1996/12
3759,Huston,Tiburón,323,515.0,74,1949/2
3760,Rayshawn,Rata,271,0.305,46,1978/5
3761,Hideo,Anguila,88,7.25,82,1942/7
3762,Axel,Lobo,225,37.8,24,2000/8
3763,Kerrie,Nutria marina,251,56.25,17,2007/8
3764,Iona,Escarabajo Hércules,166,0.058,55,1969/11
3765,Lon,Anguila,172,3.55,97,1926/3
3766,Cas,Trucha,197,0.65,14,2010/9
3767,Joe,Erizo de mar,292,0.425,98,1926/5
3768,Hobson,Pavo real,76,3.9,7,2017/8
3769,Elex,Gorila,257,230.4,83,1941/8
3770,Chessie,Escarabajo joya,163,0.023,7,2016/3
3771,Yusuf,Cangrejo ermitaño,309,0.14,99,1925/7
3772,Karlene,Tapir,298,215.0,72,1952/5
3773,Rayshawn,Bagre,334,2.92,75,1948/2
3774,Liller,Wallaby,338,25.6,76,1948/8
3775,Melva,Cocodrilo de agua salada,155,630.0,72,1952/10
3776,Jessie,Grillo,319,0.00172,104,1920/5
3777,Adele,Jirafa,274,1740.0,1,2023/12
3778,Lizzie,Cangrejo de mar,99,1.15,71,1952/4
3779,Jesse,Pulpo de anillos azules,206,1.9,70,1954/12
3780,Lota,Renacuajo,56,0.00067,85,1939/7
3781,Emmie,Suricata,98,1.935,86,1937/2
3782,Myron,Guepardo,244,82.2,65,1959/10
3783,Lidie,Cebra,25,355.5,70,1953/3
3784,Harper,Conejo,166,3.625,92,1931/2
3785,Monty,Erizo de mar,52,0.285,44,1980/12
3786,Wilfrid,Mariposa monarca,31,0.00224,78,1946/6
3787,Pinkey,Tortuga de tierra,319,51.0,60,1963/4
